severity	updateDate	comments	line	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-08-16T16:53:36+0700	[]	2556.0	false	squid:S1481	omni-svu-connector-all	5min	"Remove this unused ""premiumResponse"" local variable."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackAdjustPremiumQuoteRequestProcessor.java	[]	default-organization	{startLine=2556.0, endLine=2556.0, startOffset=26.0, endOffset=41.0}	5min	AWyZ3UZEaNha9nbSKYxQ	240100e67ff64dc3aca8f2215d8321b3	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	2946.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getAINZSI"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackAdjustPremiumQuoteRequestProcessor.java	[]	default-organization	{startLine=2946.0, endLine=2946.0, startOffset=19.0, endOffset=28.0}	5min	AWyZ3UZEaNha9nbSKYxS	c3b28aa172e9d6c41b38e4f52b9c5dc5	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	500.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackCancellationQuoteRequestProcessor.java	[]	default-organization	{startLine=500.0, endLine=500.0, startOffset=0.0, endOffset=103.0}	5min	AWyZ3UljaNha9nbSKYxl	a5384f726664a87daf39789f88522e32	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	560.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementAdjustPremiumRequestProcessor.java	[]	default-organization	{startLine=560.0, endLine=560.0, startOffset=0.0, endOffset=11.0}	5min	AWyZ3UfCaNha9nbSKYxZ	512f480e107e372c4f0ad150912c78c4	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	1905.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getCoverageLimitAmount"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementAdjustPremiumRequestProcessor.java	[]	default-organization	{startLine=1905.0, endLine=1905.0, startOffset=16.0, endOffset=38.0}	5min	AWyZ3UfCaNha9nbSKYxX	1e76e4a0be8007da905fcf1b84652046	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	3419.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getAINZSI"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementAdjustPremiumRequestProcessor.java	[]	default-organization	{startLine=3419.0, endLine=3419.0, startOffset=16.0, endOffset=25.0}	5min	AWyZ3UfCaNha9nbSKYxY	c3b28aa172e9d6c41b38e4f52b9c5dc5	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	2065.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getCoverageLimitAmount"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteReferralRequestProcessor.java	[]	default-organization	{startLine=2065.0, endLine=2065.0, startOffset=16.0, endOffset=38.0}	5min	AWyZ3UaYaNha9nbSKYxT	1e76e4a0be8007da905fcf1b84652046	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	3317.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getAINZSI"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteReferralRequestProcessor.java	[]	default-organization	{startLine=3317.0, endLine=3317.0, startOffset=20.0, endOffset=29.0}	5min	AWyZ3UaYaNha9nbSKYxU	c3b28aa172e9d6c41b38e4f52b9c5dc5	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	840.0	false	squid:S00107	omni-svu-connector-all	20min	Method has 10 parameters, which is greater than 7 authorized.	2019-08-16T16:53:36+0700	CODE_SMELL	[brain-overload]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java	[]	default-organization	{startLine=840.0, endLine=840.0, startOffset=16.0, endOffset=39.0}	20min	AWyZ3UkcaNha9nbSKYxh	c97d21f29188a934dae44363781cf88b	OPEN
CRITICAL	2019-08-16T16:53:36+0700	[]	840.0	false	squid:S3776	omni-svu-connector-all	9min	Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.	2019-08-16T16:53:36+0700	CODE_SMELL	[brain-overload]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java	[{locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=849.0, endLine=849.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=853.0, endLine=853.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=853.0, endLine=853.0, startOffset=17.0, endOffset=19.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=853.0, endLine=853.0, startOffset=31.0, endOffset=33.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=859.0, endLine=859.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=861.0, endLine=861.0, startOffset=3.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=870.0, endLine=870.0, startOffset=3.0, endOffset=5.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=870.0, endLine=870.0, startOffset=35.0, endOffset=37.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=877.0, endLine=877.0, startOffset=4.0, endOffset=8.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=888.0, endLine=888.0, startOffset=3.0, endOffset=8.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=911.0, endLine=911.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=911.0, endLine=911.0, startOffset=62.0, endOffset=64.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=914.0, endLine=914.0, startOffset=3.0, endOffset=5.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=916.0, endLine=916.0, startOffset=8.0, endOffset=10.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=918.0, endLine=918.0, startOffset=3.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=925.0, endLine=925.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=928.0, endLine=928.0, startOffset=2.0, endOffset=4.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java, textRange={startLine=930.0, endLine=930.0, startOffset=7.0, endOffset=9.0}, msg=+1}]}]	default-organization	{startLine=840.0, endLine=840.0, startOffset=16.0, endOffset=39.0}	9min	AWyZ3UkcaNha9nbSKYxi	c97d21f29188a934dae44363781cf88b	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	2088.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getCoverageLimitAmount"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java	[]	default-organization	{startLine=2088.0, endLine=2088.0, startOffset=19.0, endOffset=41.0}	5min	AWyZ3UkcaNha9nbSKYxj	f01a47852b617875cae0fd1e7a170f26	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	3225.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getAINZSI"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackEndorsementQuoteRequestProcessor.java	[]	default-organization	{startLine=3225.0, endLine=3225.0, startOffset=19.0, endOffset=28.0}	5min	AWyZ3UkcaNha9nbSKYxk	c3b28aa172e9d6c41b38e4f52b9c5dc5	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	991.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getInstruderAlarmInstalled"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackQuoteReferralRequestProcessor.java	[]	default-organization	{startLine=991.0, endLine=991.0, startOffset=16.0, endOffset=42.0}	5min	AWyZ3UhFaNha9nbSKYxa	6465e800abc1fb6c8eb6cc354a0a79eb	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	432.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackQuoteRequestProcessor.java	[]	default-organization	{startLine=432.0, endLine=432.0, startOffset=0.0, endOffset=43.0}	5min	AWyZ3UdYaNha9nbSKYxW	138417408efd0c8327ab7059449502e2	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	844.0	false	squid:UnusedPrivateMethod	omni-svu-connector-all	5min	"Remove this unused private ""getStockFSLType"" method."	2019-08-16T16:53:36+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackQuoteRequestProcessor.java	[]	default-organization	{startLine=844.0, endLine=844.0, startOffset=19.0, endOffset=34.0}	5min	AWyZ3UdYaNha9nbSKYxV	216e4ea53f0506e275f6a54fc47ab0fd	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]		false	common-java:DuplicatedBlocks	omni-svu-connector-all	20min	1 duplicated blocks of code must be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[pitfall]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackRequestProcessor.java	[]	default-organization		20min	AWyZ3UhyaNha9nbSKYxb		OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	70.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackRequestProcessor.java	[]	default-organization	{startLine=70.0, endLine=70.0, startOffset=0.0, endOffset=47.0}	5min	AWyZ3UhyaNha9nbSKYxc	e76c646b927126a46f4791b256dccc5d	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	73.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackRequestProcessor.java	[]	default-organization	{startLine=73.0, endLine=73.0, startOffset=0.0, endOffset=51.0}	5min	AWyZ3UhyaNha9nbSKYxd	0d4b073e7b608eb9fc574a221670206c	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	76.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/ACORDBizPackRequestProcessor.java	[]	default-organization	{startLine=76.0, endLine=76.0, startOffset=0.0, endOffset=46.0}	5min	AWyZ3UhyaNha9nbSKYxe	5ab447cb1532ed3c982ad965b97cc4f0	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	377.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/CancellationReferralResponseRequestProcessor.java	[]	default-organization	{startLine=377.0, endLine=377.0, startOffset=0.0, endOffset=98.0}	5min	AWyZ3UiuaNha9nbSKYxf	a5384f726664a87daf39789f88522e32	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	379.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/CancellationReferralResponseRequestProcessor.java	[]	default-organization	{startLine=379.0, endLine=379.0, startOffset=0.0, endOffset=90.0}	5min	AWyZ3UiuaNha9nbSKYxg	bbdfe836bb738462693fb3d935e35b6f	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	386.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/EndorsementReferralResponseRequestProcessor.java	[]	default-organization	{startLine=386.0, endLine=386.0, startOffset=0.0, endOffset=102.0}	5min	AWyZ3UYGaNha9nbSKYxN	a5384f726664a87daf39789f88522e32	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]	388.0	false	squid:CommentedOutCodeLine	omni-svu-connector-all	5min	This block of commented-out lines of code should be removed.	2019-08-16T16:53:36+0700	CODE_SMELL	[based-on-misra, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/processor/EndorsementReferralResponseRequestProcessor.java	[]	default-organization	{startLine=388.0, endLine=388.0, startOffset=0.0, endOffset=94.0}	5min	AWyZ3UYGaNha9nbSKYxO	bbdfe836bb738462693fb3d935e35b6f	OPEN
CRITICAL	2019-08-16T16:53:36+0700	[]	382.0	false	squid:S3776	omni-svu-connector-all	21min	Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed.	2019-08-16T16:53:36+0700	CODE_SMELL	[brain-overload]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java	[{locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=391.0, endLine=391.0, startOffset=8.0, endOffset=10.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=394.0, endLine=394.0, startOffset=9.0, endOffset=11.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=394.0, endLine=394.0, startOffset=29.0, endOffset=31.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=402.0, endLine=402.0, startOffset=13.0, endOffset=15.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=407.0, endLine=407.0, startOffset=13.0, endOffset=15.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=407.0, endLine=407.0, startOffset=43.0, endOffset=45.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=409.0, endLine=409.0, startOffset=9.0, endOffset=11.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=415.0, endLine=415.0, startOffset=14.0, endOffset=16.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=417.0, endLine=417.0, startOffset=6.0, endOffset=8.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=417.0, endLine=417.0, startOffset=26.0, endOffset=28.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=423.0, endLine=423.0, startOffset=6.0, endOffset=8.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=428.0, endLine=428.0, startOffset=9.0, endOffset=13.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=431.0, endLine=431.0, startOffset=9.0, endOffset=11.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=438.0, endLine=438.0, startOffset=6.0, endOffset=8.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=438.0, endLine=438.0, startOffset=30.0, endOffset=32.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=456.0, endLine=456.0, startOffset=5.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=456.0, endLine=456.0, startOffset=24.0, endOffset=26.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=468.0, endLine=468.0, startOffset=5.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=468.0, endLine=468.0, startOffset=33.0, endOffset=35.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=475.0, endLine=475.0, startOffset=5.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=475.0, endLine=475.0, startOffset=35.0, endOffset=37.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=477.0, endLine=477.0, startOffset=9.0, endOffset=11.0}, msg=+2 (incl 1 for nesting)}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=483.0, endLine=483.0, startOffset=5.0, endOffset=7.0}, msg=+1}]}, {locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/transformer/ACORDBizPackQuoteResultTransformer.java, textRange={startLine=483.0, endLine=483.0, startOffset=57.0, endOffset=59.0}, msg=+1}]}]	default-organization	{startLine=382.0, endLine=382.0, startOffset=32.0, endOffset=68.0}	21min	AWyZ3Uz9aNha9nbSKYxn	fd641395402249895b040ff3bcb75cf4	OPEN
