severity	updateDate	comments	line	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-08-06T15:59:27+0700	[]	113.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/KeyInfoType.java	[]	default-organization	{startLine=113.0, endLine=113.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp9vR3EAuKzCsijR	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	87.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/KeyValueType.java	[]	default-organization	{startLine=87.0, endLine=87.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp8fR3EAuKzCsijM	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ManifestType.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=37.0, endOffset=52.0}	1min	AWxmLp60R3EAuKzCsijF	10791e3f0050492f78bc859b3a38e352	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	35.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=35.0, endLine=35.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsih-	70fc0fa5a14b5981f76e2a705ab9041d	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	36.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=36.0, endLine=36.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsih_	d7e8f6e3493857d96198ab6b630df91e	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	37.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=37.0, endLine=37.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiA	a590e3e4d7ad3aa4242eb518e0312b23	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	38.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=38.0, endLine=38.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiB	d076f897f3eef196f7ef090c90db7ef0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	39.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=39.0, endLine=39.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiC	169607df0d67b0fe82a86bfe628f52ea	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	40.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=40.0, endLine=40.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiD	d19150ff284ce823920c64d4a491d01d	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	41.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=41.0, endLine=41.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiE	4f121c387dc57d52a79e504a441f6bf9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	42.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=42.0, endLine=42.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiF	d94de9245a03d8a0199404d120cedfe2	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	43.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=43.0, endLine=43.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiG	ad1c6b057ea37358a8b1dff815fd7033	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	44.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=44.0, endLine=44.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiH	c14824942e8953659d07181727f92ae3	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	45.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=45.0, endLine=45.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiI	bd8ed0b6d721641dc3882c18af9ca23c	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	46.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=46.0, endLine=46.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiJ	31c321dc373bfd64d30131f8f747d134	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	47.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=47.0, endLine=47.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiK	f4b6736bf7b41e1fdf2932f9c818dec2	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	48.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=48.0, endLine=48.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiL	f03d4a784443febc24fe20aac221ecf2	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	49.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=49.0, endLine=49.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiM	1b7f514e9639aa7b0b6adf1d8aad788a	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	50.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=50.0, endLine=50.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiN	c8d22fc6948f7b7eb037e8c21e9175a9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	51.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=51.0, endLine=51.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiO	6cc774c559594c5c460c59d7b2259722	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	52.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=52.0, endLine=52.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiP	a33aa477e1300143d0474c86b621ca2f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	53.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=53.0, endLine=53.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiQ	edf14e89dcc0084879c3bf63fe46482e	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	54.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=54.0, endLine=54.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiR	1df85f045e3e70f268f63681e050df85	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	55.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=55.0, endLine=55.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiS	717359ad2fca3eab8c99041457d27581	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	56.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=56.0, endLine=56.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiT	7ed155f0426df6bd81dc811774287d30	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	57.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=57.0, endLine=57.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiU	f528da231ead33e9987f2935b49a8eed	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	58.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=58.0, endLine=58.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiV	1a6972649c84c032105f53a842591592	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	59.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=59.0, endLine=59.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiW	6fedae5a84090d725e9bde38140e3278	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	60.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=60.0, endLine=60.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiX	ec5470011dadbe4807af7368149b012f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	61.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=61.0, endLine=61.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiY	ed14ca0e089980b32f98e675ca4ae8bc	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	62.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=62.0, endLine=62.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5NR3EAuKzCsiiZ	8ffa773bbabf64c18f83dd1a939aae12	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	63.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=63.0, endLine=63.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5OR3EAuKzCsiia	d90d2e3ef1c5b4df9214d12a78f3fe84	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	66.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=66.0, endLine=66.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp5OR3EAuKzCsiid	b32e08372f060b1bba57ac2e5d915e1e	OPEN
CRITICAL	2019-08-06T15:59:27+0700	[]	74.0	false	squid:S1186	omni-svu-connector-all	5min	Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.	2018-02-21T07:39:05+0700	CODE_SMELL	[suspicious]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=74.0, endLine=74.0, startOffset=11.0, endOffset=24.0}	5min	AWxmLp5NR3EAuKzCsih9	a2f2f219952510ceb9900385e6d38fed	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	259.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=259.0, endLine=259.0, startOffset=30.0, endOffset=43.0}	1min	AWxmLp5OR3EAuKzCsiig	642acd30ac577677debaf9e16e36b0ee	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	268.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=268.0, endLine=268.0, startOffset=30.0, endOffset=53.0}	1min	AWxmLp5OR3EAuKzCsiih	66953b5cf59a6b139a695d3f81a86c82	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	277.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=277.0, endLine=277.0, startOffset=30.0, endOffset=47.0}	1min	AWxmLp5OR3EAuKzCsiii	2c2558e3c683dcd06deb6d375b5bd2d3	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	286.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=286.0, endLine=286.0, startOffset=30.0, endOffset=51.0}	1min	AWxmLp5OR3EAuKzCsiij	6676bbec13abf1f3dfc68909fb9f8086	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	295.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=295.0, endLine=295.0, startOffset=30.0, endOffset=42.0}	1min	AWxmLp5OR3EAuKzCsiik	7edd3e53e3159e8b67e6be94688a3cf3	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	304.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=304.0, endLine=304.0, startOffset=30.0, endOffset=43.0}	1min	AWxmLp5OR3EAuKzCsiil	c873175e07b113d4de20d15e12b26f75	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	313.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=313.0, endLine=313.0, startOffset=30.0, endOffset=51.0}	1min	AWxmLp5OR3EAuKzCsiim	8c7304c4a00b562dc0d20340824044e8	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	322.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=322.0, endLine=322.0, startOffset=30.0, endOffset=47.0}	1min	AWxmLp5OR3EAuKzCsiin	587d8dce901e737699b6dd31c515bd26	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	331.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=331.0, endLine=331.0, startOffset=30.0, endOffset=50.0}	1min	AWxmLp5OR3EAuKzCsiio	48c230fbd062b096a3ee7c89e204af40	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	340.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=340.0, endLine=340.0, startOffset=30.0, endOffset=44.0}	1min	AWxmLp5OR3EAuKzCsiip	ba0f7322c96728d12ea470835f99ade4	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	349.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=349.0, endLine=349.0, startOffset=30.0, endOffset=46.0}	1min	AWxmLp5OR3EAuKzCsiiq	643e5f0f48d1bfd781e35846e09220ab	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	358.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=358.0, endLine=358.0, startOffset=30.0, endOffset=44.0}	1min	AWxmLp5OR3EAuKzCsiir	5e0d0d1b7da26bee95db9de4813001eb	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	367.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=367.0, endLine=367.0, startOffset=30.0, endOffset=55.0}	1min	AWxmLp5OR3EAuKzCsiis	a5f96777dbc7910aaa05510e2f71a0b0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	376.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=376.0, endLine=376.0, startOffset=30.0, endOffset=45.0}	1min	AWxmLp5OR3EAuKzCsiit	e29e31461d2296360f63eeb4ca109d7c	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	385.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=385.0, endLine=385.0, startOffset=30.0, endOffset=45.0}	1min	AWxmLp5OR3EAuKzCsiiu	410680682cda98d389798057df881482	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	394.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=394.0, endLine=394.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsiiv	bfa7ff676684cee9e30f96ca2796b827	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	403.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=403.0, endLine=403.0, startOffset=30.0, endOffset=46.0}	1min	AWxmLp5OR3EAuKzCsiiw	190a9a499617ecfc3177be0e5298283e	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	412.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=412.0, endLine=412.0, startOffset=30.0, endOffset=44.0}	1min	AWxmLp5OR3EAuKzCsiix	44a96969d35eb31d42dc71cdadaf7359	OPEN
